REWGC20CRCS|1.89|Crystal 20mil X 9" X 60" Cassidy
REWLVTGC20QNV|2.29|Sapphire 20mil X 9" X 72" Quinn
REWLVTGC20PRV|1.99|Opal 20mil X 7" X 48" Perris
REWLVTGC20PKV|2.29|Sapphire 20mil X 9" X 72" Parkway
REWLVTGC20MLV|2.29|Sapphire 20mil X 9" X 72" Mitchell
REWLVTGC20MDV|2.29|Sapphire 20mil X 9" X 72" Madison
REWLVTGC20MBV|2.29|Topaz 20mil X 7" X 48" Malibu
REWLVTGC20DVV|2.59|Onyx 20mil X 9" X 60" Davidson
REWLVTGC20CAV|2.29|Topaz 20mil X 7" X 48" Capistrano
REWLVT3ADVBP|1.69|Advantage II 20mil 7 X 48" Black Pearl
REWGC28DMSN2|2.29|Diamond 28mil X 9" X 60" Sancy
REWGC20JSLP|2.19|Jasper 20mil X 9" X 73" Le Page
REWLVTGC20SCV|1.39|Onyx 20mil X 9" X 60" Santa Cruz
GEMWL129SSSB|2.99|Seaside 1/2" X 9-1/4" Seabrook
GEMWL129SSPM|2.99|Seaside 1/2" X 9-1/4" Pompano
GEMWL129SSGR|2.99|Seaside 1/2" X 9-1/4" Grayton
GEMWL127LSOK|2.69|Lakeshore 1/2" X 7-1/2" Oakwood
GEMWL127LSCL|2.69|Lakeshore 1/2" X 7-1/2" Clermont
GEMWL127LSBW|2.69|Lakeshore 1/2" X 7-1/2" Baldwin
GEMWL129SSTS|2.99|Seaside 1/2" X 9-1/4" Topsail
GEMWL129SSHL|2.99|Seaside 1/2" X 9-1/4" Holden
GEMWL129SSDR|2.99|Seaside 1/2" X 9-1/4" Delray
GEMWL127LSBV|2.69|Lakeshore 1/2" X 7-1/2" Bayview
GEMWL129SSMR|2.99|Seaside 1/2" X 9-1/4" Myrtle
GEMWL129SSBY|2.99|Seaside 1/2" X 9-1/4" Bethany
GEMWL129SSAB|2.99|Seaside 1/2" X 9-1/4" Asbury
GEMWL127LSWR|2.69|Lakeshore 1/2" X 7-1/2" Warren
GEMWL127LSRN|2.69|Lakeshore 1/2" X 7-1/2" Rangely
GEMWL127LSLO|2.69|Lakeshore 1/2" X 7-1/2" Loyola
GEMWL127LSHV|2.69|Lakeshore 1/2" X 7-1/2" Haven
GEMWL127LSHM|2.69|Lakeshore 1/2" X 7-1/2" Hamlin
GEMWL129SSCM|2.99|Seaside 1/2" X 9-1/4" Cape May
GEMWL127LSAU|2.69|Lakeshore 1/2" X 7-1/2" Aurora
